user_id,registration_date,observation_start_date,observation_end_date,last_live_bet_date,first_live_bet_date,tenure_days,live_bets_count,avg_bet_amount,total_turnover,total_payout,ggr,ggr_margin,deposit_count,total_deposit_amount,deposit_to_turnover_ratio,days_active_in_observation,bet_day_rate,days_since_last_bet,live_bets_count_outcome_window,churn,log_turnover,observation_days,daily_bet_activity_rate,inactivity_rate,ggr_per_bet,deposit_per_bet,days_to_first_bet,betting_window_days,activity_intensity,compact_turnover,compact_deposit
USER_10015,2023-12-21,2025-10-03,2025-12-31,2025-12-05,2025-10-04,741,16,18.64,298.24,292.81,5.43,0.0182,2.0,279.27,0.9363935085836909,9,0.1,26.0,0,1,5.701245927004204,89,0.10112359550561797,0.03508771929824561,0.339375,17.454375,653.0,62.0,0.021592442645074223,5.701245927004204,5.635753424258729
USER_10016,2024-03-05,2025-10-03,2025-12-31,2025-12-24,2025-10-09,666,96,10.14,973.44,1169.85,-196.41,-0.2018,6.0,1039.31,1.067667241946088,28,0.3111,7.0,7,0,6.881862947016187,89,0.3146067415730337,0.010510510510510511,-2.0459375,10.826145833333333,583.0,76.0,0.14414414414414414,6.881862947016187,6.947274024642395
USER_10017,2022-11-30,2025-10-03,2025-12-31,2025-12-30,2025-10-05,1127,32,7.48,239.36,260.31,-20.95,-0.0875,2.0,308.85,1.2903158422459893,14,0.1556,1.0,1,0,5.482137799465727,89,0.15730337078651685,0.0008873114463176575,-0.6546875,9.6515625,1040.0,86.0,0.02839396628216504,5.482137799465727,5.7360883094081165
USER_10018,2025-09-02,2025-10-03,2025-12-31,2025-12-15,2025-10-05,120,14,5.85,81.9,36.46,45.44,0.5548,6.0,85.71,1.0465201465201464,7,0.0778,16.0,4,0,4.417635062141249,89,0.07865168539325842,0.13333333333333333,3.2457142857142856,6.122142857142856,33.0,71.0,0.11666666666666667,4.417635062141249,4.462569217389069
USER_10019,2025-01-26,2025-10-03,2025-12-31,2025-12-29,2025-10-04,339,66,12.86,848.76,366.0,482.76,0.5688,2.0,480.91,0.5666030444413026,20,0.2222,2.0,6,0,6.744953956674089,89,0.2247191011235955,0.0058997050147492625,7.3145454545454545,7.286515151515152,251.0,86.0,0.19469026548672566,6.744953956674089,6.177757374624178
USER_10020,2025-05-26,2025-10-03,2025-12-31,2025-12-30,2025-10-08,219,142,5.42,769.64,869.34,-99.7,-0.1295,3.0,859.32,1.1165220102905256,34,0.3778,1.0,22,0,6.647221338449368,89,0.38202247191011235,0.0045662100456621,-0.7021126760563381,6.051549295774648,135.0,83.0,0.6484018264840182,6.647221338449368,6.757304413061368
USER_10021,2025-06-26,2025-10-03,2025-12-31,2025-12-31,2025-10-03,188,97,7.63,740.11,537.48,202.63,0.2738,8.0,627.29,0.8475632000648552,28,0.3111,0.0,12,0,6.608149062321951,89,0.3146067415730337,0.0,2.0889690721649483,6.466907216494845,99.0,89.0,0.5159574468085106,6.608149062321951,6.443001843318529
USER_10022,2024-11-13,2025-10-03,2025-12-31,2025-12-24,2025-10-04,413,81,11.09,898.29,583.25,315.04,0.3507,10.0,678.61,0.7554464593839406,22,0.2444,7.0,0,1,6.801605563098832,89,0.24719101123595505,0.01694915254237288,3.889382716049383,8.3779012345679,325.0,81.0,0.19612590799031476,6.801605563098832,6.521519104227483
USER_10023,2024-12-20,2025-10-03,2025-12-31,2025-12-19,2025-10-07,376,25,0.0,191.75,118.44,73.31,0.3823,0.0,0.0,0.0,9,0.1,12.0,2,0,5.261394012443439,89,0.10112359550561797,0.031914893617021274,2.9324,0.0,291.0,73.0,0.06648936170212766,5.261394012443439,0.0
USER_10024,2025-05-19,2025-10-03,2025-12-31,2025-12-31,2025-10-04,226,46,14.71,676.66,593.13,83.53,0.1234,2.0,798.04,1.1793810776460851,13,0.1444,0.0,10,0,6.518645687233539,89,0.14606741573033707,0.0,1.8158695652173913,17.348695652173912,138.0,88.0,0.20353982300884957,6.518645687233539,6.683411007091408
USER_10025,2024-06-17,2025-10-03,2025-12-31,2025-12-30,2025-10-03,562,137,17.13,2346.81,2088.08,258.73,0.1102,6.0,2075.72,0.8844857487397786,36,0.4,1.0,16,0,7.761238257741936,89,0.4044943820224719,0.0017793594306049821,1.8885401459854017,15.151240875912407,473.0,88.0,0.24377224199288255,7.761238257741936,7.638545004966593
USER_10026,2025-09-27,2025-10-03,2025-12-31,2025-12-28,2025-10-18,95,22,25.97,571.34,337.29,234.05,0.4097,1.0,469.38,0.8215423390625547,6,0.0667,3.0,0,1,6.349733220385172,89,0.06741573033707865,0.031578947368421054,10.638636363636364,21.335454545454546,21.0,71.0,0.23157894736842105,6.349733220385172,6.15354087867374
USER_10027,2025-02-05,2025-10-03,2025-12-31,2025-12-25,2025-10-08,329,42,7.9,331.8,73.47,258.33,0.7786,0.0,0.0,0.0,13,0.1444,6.0,0,1,5.807541708947054,89,0.14606741573033707,0.0182370820668693,6.150714285714285,0.0,245.0,78.0,0.1276595744680851,5.807541708947054,0.0
USER_10028,2024-12-21,2025-10-03,2025-12-31,2025-12-31,2025-10-06,375,62,6.58,407.96,329.02,78.94,0.1935,2.0,314.19,0.7701490342190411,22,0.2444,0.0,3,0,6.013617351749115,89,0.24719101123595505,0.0,1.2732258064516129,5.06758064516129,289.0,86.0,0.16533333333333333,6.013617351749115,5.753175631592122
USER_10029,2024-12-04,2025-10-03,2025-12-31,2025-12-25,2025-10-05,392,74,9.72,719.28,810.23,-90.95,-0.1264,3.0,551.51,0.7667528639750862,19,0.2111,6.0,4,0,6.5796400253013045,89,0.21348314606741572,0.015306122448979591,-1.229054054054054,7.452837837837838,305.0,81.0,0.18877551020408162,6.5796400253013045,6.314471532775625
USER_10030,2024-11-11,2025-10-03,2025-12-31,2025-12-31,2025-10-08,415,76,3.38,256.88,39.39,217.49,0.8467,1.0,285.32,1.11071317346621,21,0.2333,0.0,6,0,5.552494360442419,89,0.23595505617977527,0.0,2.8617105263157896,3.754210526315789,331.0,84.0,0.18313253012048192,5.552494360442419,5.65711006645777
USER_10031,2025-03-31,2025-10-03,2025-12-31,2025-12-30,2025-10-04,275,57,18.86,1075.02,365.73,709.29,0.6598,3.0,1152.3,1.0718870346598202,23,0.2556,1.0,9,0,6.981024327909582,89,0.25842696629213485,0.0036363636363636364,12.443684210526316,20.21578947368421,187.0,87.0,0.20727272727272728,6.981024327909582,7.050382677231893
USER_10032,2025-09-28,2025-10-03,2025-12-31,2025-12-25,2025-10-03,94,144,2.57,370.08,391.49,-21.41,-0.0579,0.0,0.0,0.0,33,0.3667,6.0,33,0,5.91641767278507,89,0.3707865168539326,0.06382978723404255,-0.14868055555555557,0.0,5.0,83.0,1.5319148936170213,5.91641767278507,0.0
USER_10033,2023-01-25,2025-10-03,2025-12-31,2025-12-28,2025-10-04,1071,85,6.21,527.85,476.72,51.13,0.0969,4.0,683.51,1.2948943828739223,25,0.2778,3.0,5,0,6.270704837774062,89,0.2808988764044944,0.0028011204481792717,0.6015294117647059,8.041294117647059,983.0,85.0,0.07936507936507936,6.270704837774062,6.528703253825588
USER_10034,2022-05-03,2025-10-03,2025-12-31,2025-12-27,2025-10-15,1338,46,3.56,163.76,106.59,57.17,0.3491,0.0,0.0,0.0,14,0.1556,4.0,8,0,5.10448986956788,89,0.15730337078651685,0.0029895366218236174,1.2428260869565217,0.0,1261.0,73.0,0.0343796711509716,5.10448986956788,0.0
USER_10035,2024-12-29,2025-10-03,2025-12-31,2025-12-29,2025-10-04,367,47,7.8,366.6,97.45,269.15,0.7342,4.0,317.18,0.8651936715766503,16,0.1778,2.0,6,0,5.906995390481532,89,0.1797752808988764,0.005449591280653951,5.726595744680851,6.748510638297873,279.0,86.0,0.12806539509536785,5.906995390481532,5.762617260377094
USER_10036,2024-09-23,2025-10-03,2025-12-31,2025-12-28,2025-10-03,464,115,10.58,1216.7,1227.53,-10.83,-0.0089,6.0,925.91,0.7610010684638776,27,0.3,3.0,13,0,7.104719112512962,89,0.30337078651685395,0.00646551724137931,-0.09417391304347826,8.051391304347826,375.0,86.0,0.2478448275862069,7.104719112512962,6.8318564734739295
USER_10037,2022-09-08,2025-10-03,2025-12-31,2025-12-24,2025-10-18,1210,21,3.4,71.4,18.06,53.34,0.7471,1.0,74.16,1.0386554621848738,10,0.1111,7.0,0,1,4.282206299391671,89,0.11235955056179775,0.005785123966942148,2.54,3.531428571428571,1136.0,67.0,0.017355371900826446,4.282206299391671,4.319619174545265
USER_10038,2024-02-26,2025-10-03,2025-12-31,2025-12-31,2025-10-03,674,34,0.0,316.88,163.18,153.7,0.485,0.0,0.0,0.0,18,0.2,0.0,2,0,5.761673953071979,89,0.20224719101123595,0.0,4.520588235294118,0.0,585.0,89.0,0.050445103857566766,5.761673953071979,0.0
USER_10039,2025-04-01,2025-10-03,2025-12-31,2025-12-30,2025-10-04,274,89,13.37,1189.93,592.36,597.57,0.5022,4.0,845.21,0.710302286689133,23,0.2556,1.0,7,0,7.082489793488654,89,0.25842696629213485,0.0036496350364963502,6.714269662921349,9.496741573033708,186.0,87.0,0.3248175182481752,7.082489793488654,6.740767555753366
USER_10040,2023-09-19,2025-10-03,2025-12-31,2025-12-24,2025-10-11,834,54,15.82,854.28,432.0,422.28,0.4943,4.0,852.23,0.9976003183967787,16,0.1778,7.0,7,0,6.751428900705244,89,0.1797752808988764,0.008393285371702638,7.819999999999999,15.782037037037037,753.0,74.0,0.06474820143884892,6.751428900705244,6.749029147723059
USER_10041,2021-11-27,2025-10-03,2025-12-31,2025-12-31,2025-10-03,1495,50,9.4,470.0,266.03,203.97,0.434,6.0,294.97,0.6275957446808511,21,0.2333,0.0,6,0,6.154858094016418,89,0.23595505617977527,0.0,4.0794,5.899400000000001,1406.0,89.0,0.033444816053511704,6.154858094016418,5.690258097836314
USER_10042,2025-10-03,2025-10-03,2025-12-31,2025-12-17,2025-10-03,89,55,3.17,174.35,178.48,-4.13,-0.0237,3.0,125.42,0.719357613994838,16,0.1778,14.0,3,0,5.166783976586187,89,0.1797752808988764,0.15730337078651685,-0.07509090909090908,2.2803636363636364,0.0,75.0,0.6179775280898876,5.166783976586187,4.8396096970441524
USER_10043,2024-01-02,2025-10-03,2025-12-31,2025-12-31,2025-10-12,729,81,4.62,374.22,454.86,-80.64,-0.2155,2.0,457.58,1.2227566672011114,22,0.2444,0.0,10,0,5.927512520615465,89,0.24719101123595505,0.0,-0.9955555555555555,5.649135802469136,649.0,80.0,0.1111111111111111,5.927512520615465,6.128134758482847
USER_10044,2025-06-25,2025-10-03,2025-12-31,2025-12-30,2025-10-04,189,95,11.78,1119.1,1011.84,107.26,0.0958,2.0,941.42,0.8412295594674292,25,0.2778,1.0,12,0,7.021173246017693,89,0.2808988764044944,0.005291005291005291,1.1290526315789475,9.909684210526315,101.0,87.0,0.5026455026455027,7.021173246017693,6.848451035082996
USER_10045,2025-04-04,2025-10-03,2025-12-31,2025-12-20,2025-10-03,271,51,14.02,715.02,566.11,148.91,0.2083,2.0,422.95,0.5915219154708959,12,0.1333,11.0,7,0,6.573708099531421,89,0.1348314606741573,0.04059040590405904,2.9198039215686276,8.29313725490196,182.0,78.0,0.1881918819188192,6.573708099531421,6.0496155237500115
USER_10046,2024-11-12,2025-10-03,2025-12-31,2025-12-31,2025-10-03,414,133,13.11,1743.63,1492.32,251.31,0.1441,4.0,1585.14,0.9091034221709882,34,0.3778,0.0,25,0,7.464297777770105,89,0.38202247191011235,0.0,1.8895488721804512,11.918345864661655,325.0,89.0,0.321256038647343,7.464297777770105,7.36905867068237
USER_10047,2021-09-12,2025-10-03,2025-12-31,2025-12-24,2025-10-03,1571,45,15.52,698.4,663.76,34.64,0.0496,2.0,558.84,0.800171821305842,16,0.1778,7.0,0,1,6.550222824629276,89,0.1797752808988764,0.004455760661998727,0.7697777777777778,12.418666666666667,1482.0,82.0,0.02864417568427753,6.550222824629276,6.327651028619378
USER_10048,2023-11-24,2025-10-03,2025-12-31,2025-12-22,2025-10-03,768,57,3.22,183.54,18.79,164.75,0.8976,3.0,238.58,1.29988013512041,17,0.1889,9.0,13,0,5.21786624215041,89,0.19101123595505617,0.01171875,2.8903508771929824,4.18561403508772,679.0,80.0,0.07421875,5.21786624215041,5.478887390303185
USER_10049,2025-04-12,2025-10-03,2025-12-31,2025-12-26,2025-10-07,263,171,1.66,283.86,306.24,-22.38,-0.0788,2.0,399.39,1.4069964066793488,34,0.3778,5.0,17,0,5.65199783150644,89,0.38202247191011235,0.019011406844106463,-0.13087719298245615,2.335614035087719,178.0,80.0,0.6501901140684411,5.65199783150644,5.99243907210421
USER_10050,2024-05-25,2025-10-03,2025-12-31,2025-12-30,2025-10-06,585,61,4.71,287.31,230.55,56.76,0.1976,2.0,195.64,0.6809369670390867,18,0.2,1.0,0,1,5.664036290133685,89,0.20224719101123595,0.0017094017094017094,0.9304918032786885,3.207213114754098,499.0,85.0,0.10427350427350428,5.664036290133685,5.281374645817724
USER_10051,2024-05-27,2025-10-03,2025-12-31,2025-11-27,2025-10-17,583,20,8.12,162.4,73.53,88.87,0.5472,3.0,145.92,0.8985221674876847,7,0.0778,34.0,1,0,5.096201182425903,89,0.07865168539325842,0.058319039451114926,4.4435,7.295999999999999,508.0,41.0,0.03430531732418525,5.096201182425903,4.989888220951467
USER_10052,2024-12-01,2025-10-03,2025-12-31,2025-12-04,2025-10-28,395,17,15.34,260.78,107.06,153.72,0.5895,2.0,387.41,1.485581716389294,5,0.0556,27.0,1,0,5.567504456363573,89,0.056179775280898875,0.06835443037974684,9.042352941176471,22.788823529411765,331.0,37.0,0.043037974683544304,5.567504456363573,5.962061482738665
USER_10053,2025-04-15,2025-10-03,2025-12-31,2025-12-22,2025-10-03,260,43,5.18,222.74,102.62,120.12,0.5393,4.0,196.51,0.8822393822393821,15,0.1667,9.0,0,1,5.410484663418784,89,0.16853932584269662,0.03461538461538462,2.7934883720930235,4.569999999999999,171.0,80.0,0.16538461538461538,5.410484663418784,5.285789215970766
USER_10054,2025-09-04,2025-10-03,2025-12-31,2025-12-24,2025-10-19,118,42,34.97,1468.74,429.51,1039.23,0.7076,1.0,1007.83,0.6861867995696992,15,0.1667,7.0,4,0,7.292840793381007,89,0.16853932584269662,0.059322033898305086,24.74357142857143,23.99595238095238,45.0,66.0,0.3559322033898305,7.292840793381007,6.916546522511469
USER_10055,2025-08-08,2025-10-03,2025-12-31,2025-12-27,2025-10-03,145,69,0.0,505.08,60.49,444.59,0.8802,2.0,375.05,0.7425556347509306,25,0.2778,4.0,8,0,6.226694759557339,89,0.2808988764044944,0.027586206896551724,6.443333333333333,5.435507246376812,56.0,85.0,0.47586206896551725,6.226694759557339,5.929722113272412
USER_10056,2022-08-11,2025-10-03,2025-12-31,2025-12-31,2025-10-03,1238,142,15.57,2210.94,938.08,1272.86,0.5757,7.0,1873.74,0.8474856848218405,35,0.3889,0.0,19,0,7.701625237500382,89,0.39325842696629215,0.0,8.963802816901408,13.195352112676057,1149.0,89.0,0.1147011308562197,7.701625237500382,7.536225262122733
USER_10057,2025-05-30,2025-10-03,2025-12-31,2025-12-05,2025-10-10,215,23,4.01,92.23,33.72,58.51,0.6344,2.0,82.96,0.8994904044237232,9,0.1,26.0,1,0,4.535069558308602,89,0.10112359550561797,0.12093023255813953,2.543913043478261,3.60695652173913,133.0,56.0,0.10697674418604651,4.535069558308602,4.430340494952432
USER_10058,2024-04-06,2025-10-03,2025-12-31,2025-12-23,2025-10-04,634,28,10.31,288.68,68.84,219.84,0.7615,0.0,0.0,0.0,8,0.0889,8.0,10,0,5.668776865457386,89,0.0898876404494382,0.012618296529968454,7.851428571428571,0.0,546.0,80.0,0.04416403785488959,5.668776865457386,0.0
USER_10059,2022-11-06,2025-10-03,2025-12-31,2025-12-27,2025-10-11,1151,107,6.31,675.17,518.43,156.74,0.2321,5.0,709.95,1.0515129522934965,24,0.2667,4.0,24,0,6.516444523717288,89,0.2696629213483146,0.0034752389226759338,1.4648598130841122,6.635046728971963,1070.0,77.0,0.09296264118158123,6.516444523717288,6.566602103842383
USER_10060,2025-09-21,2025-10-03,2025-12-31,2025-12-22,2025-10-07,101,20,6.48,129.6,96.83,32.77,0.2529,2.0,147.29,1.136496913580247,10,0.1111,9.0,4,0,4.8721392168423305,89,0.11235955056179775,0.0891089108910891,1.6385,7.3645,16.0,76.0,0.19801980198019803,4.8721392168423305,4.999169815986978
USER_10061,2024-11-28,2025-10-03,2025-12-31,2025-12-21,2025-10-20,398,49,0.0,311.15,186.16,124.99,0.4017,3.0,195.5,0.6283143178531255,16,0.1778,10.0,0,1,5.743483841507753,89,0.1797752808988764,0.02512562814070352,2.550816326530612,3.989795918367347,326.0,62.0,0.12311557788944724,5.743483841507753,5.280662431309316
USER_10062,2023-09-07,2025-10-03,2025-12-31,2025-12-04,2025-10-05,846,30,20.14,604.2,272.92,331.28,0.5483,3.0,463.79,0.7676100628930818,11,0.1222,27.0,0,1,6.405558981914201,89,0.12359550561797752,0.031914893617021274,11.042666666666666,15.459666666666667,759.0,60.0,0.03546099290780142,6.405558981914201,6.14158569067631
USER_10063,2023-03-26,2025-10-03,2025-12-31,2025-12-31,2025-10-17,1011,59,5.19,306.21,240.46,65.75,0.2147,2.0,329.89,1.0773325495574932,19,0.2111,0.0,7,0,5.727531552827043,89,0.21348314606741572,0.0,1.1144067796610169,5.591355932203389,936.0,75.0,0.058358061325420374,5.727531552827043,5.801785993860459
USER_10064,2023-04-18,2025-10-03,2025-12-31,2025-12-26,2025-10-05,988,28,19.75,553.0,403.59,149.41,0.2702,4.0,416.16,0.7525497287522604,11,0.1222,5.0,0,1,6.317164686747284,89,0.12359550561797752,0.005060728744939271,5.336071428571429,14.862857142857143,901.0,82.0,0.02834008097165992,6.317164686747284,6.033469841253012
USER_10065,2025-07-19,2025-10-03,2025-12-31,2025-12-30,2025-10-03,165,45,7.12,320.4,56.14,264.26,0.8248,2.0,284.91,0.8892322097378279,12,0.1333,1.0,0,1,5.772686453303412,89,0.1348314606741573,0.006060606060606061,5.872444444444445,6.331333333333334,76.0,88.0,0.2727272727272727,5.772686453303412,5.6556770759813535
USER_10066,2025-07-03,2025-10-03,2025-12-31,2025-12-21,2025-10-07,181,77,5.57,428.89,508.64,-79.75,-0.1859,1.0,451.59,1.0529273240224766,18,0.2,10.0,5,0,6.063529362008149,89,0.20224719101123595,0.055248618784530384,-1.0357142857142858,5.864805194805195,96.0,75.0,0.425414364640884,6.063529362008149,6.1149866383906115
USER_10067,2025-03-09,2025-10-03,2025-12-31,2025-12-31,2025-10-12,297,86,20.49,1762.14,826.53,935.61,0.531,1.0,1084.47,0.6154278320678266,23,0.2556,0.0,11,0,7.474851589341482,89,0.25842696629213485,0.0,10.879186046511627,12.610116279069768,217.0,80.0,0.2895622895622896,7.474851589341482,6.9897683519028115
USER_10068,2025-09-28,2025-10-03,2025-12-31,2025-12-31,2025-10-05,94,122,28.93,3529.46,2096.53,1432.93,0.406,5.0,4253.73,1.2052070288372725,33,0.3667,0.0,6,0,8.169183453052252,89,0.3707865168539326,0.0,11.74532786885246,34.86663934426229,7.0,87.0,1.297872340425532,8.169183453052252,8.355786584235029
USER_10069,2021-06-18,2025-10-03,2025-12-31,2025-12-29,2025-10-09,1657,60,17.39,1043.4,663.31,380.09,0.3643,4.0,556.81,0.5336496070538623,17,0.1889,2.0,15,0,6.951197836824974,89,0.19101123595505617,0.0012070006035003018,6.334833333333333,9.280166666666666,1574.0,81.0,0.036210018105009054,6.951197836824974,6.324018402605298
USER_10070,2025-02-02,2025-10-03,2025-12-31,2025-12-16,2025-10-10,332,31,16.23,503.13,94.74,408.39,0.8117,5.0,407.07,0.8090751893148888,12,0.1333,15.0,0,1,6.222834171319403,89,0.1348314606741573,0.045180722891566265,13.173870967741935,13.131290322580645,250.0,67.0,0.09337349397590361,6.222834171319403,6.011438728315399
USER_10071,2025-09-02,2025-10-03,2025-12-31,2025-12-31,2025-10-03,120,86,7.25,623.5,394.81,228.69,0.3668,7.0,476.33,0.7639615076182839,24,0.2667,0.0,20,0,6.436951329565632,89,0.2696629213483146,0.0,2.659186046511628,5.538720930232558,31.0,89.0,0.7166666666666667,6.436951329565632,6.1682080755878745
USER_10072,2022-12-26,2025-10-03,2025-12-31,2025-12-29,2025-10-07,1101,114,3.17,361.38,469.17,-107.79,-0.2983,7.0,284.7,0.7878133820355304,29,0.3222,2.0,15,0,5.892693385007961,89,0.3258426966292135,0.0018165304268846503,-0.9455263157894738,2.4973684210526317,1016.0,83.0,0.10354223433242507,5.892693385007961,5.654942309236727
USER_10073,2024-10-12,2025-10-03,2025-12-31,2025-12-31,2025-10-04,445,157,28.6,4490.2,3983.3,506.9,0.1129,5.0,3290.86,0.7328983118792036,36,0.4,0.0,15,0,8.409875205607618,89,0.4044943820224719,0.0,3.2286624203821654,20.960891719745224,357.0,88.0,0.35280898876404493,8.409875205607618,8.099208033553644
USER_10074,2025-08-14,2025-10-03,2025-12-31,2025-12-28,2025-10-03,139,56,0.0,315.28,166.93,148.35,0.4705,3.0,399.31,1.2665249936564325,17,0.1889,3.0,9,0,5.756627897202726,89,0.19101123595505617,0.02158273381294964,2.649107142857143,7.130535714285714,50.0,86.0,0.4028776978417266,5.756627897202726,5.992239246950553
USER_10075,2024-11-03,2025-10-03,2025-12-31,2025-12-18,2025-10-09,423,4,11.73,46.92,53.99,-7.07,-0.1507,2.0,52.14,1.1112531969309463,3,0.0333,13.0,0,1,3.869532953807194,89,0.033707865168539325,0.030732860520094562,-1.7675,13.035,340.0,70.0,0.009456264775413711,3.869532953807194,3.9729299403316674
USER_10076,2025-08-22,2025-10-03,2025-12-31,2025-12-12,2025-10-03,131,95,2.27,215.65,74.6,141.05,0.6541,6.0,247.65,1.1483885926269417,25,0.2778,19.0,9,0,5.378283148185918,89,0.2808988764044944,0.1450381679389313,1.4847368421052634,2.606842105263158,42.0,70.0,0.7251908396946565,5.378283148185918,5.516046285160748
USER_10077,2024-01-02,2025-10-03,2025-12-31,2025-12-26,2025-10-03,729,72,0.0,888.48,376.45,512.03,0.5763,3.0,694.97,0.7822010624887449,23,0.2556,5.0,14,0,6.790637022311231,89,0.25842696629213485,0.006858710562414266,7.111527777777777,9.652361111111112,640.0,84.0,0.09876543209876543,6.790637022311231,6.545306555957163
